feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,label,src_ip,dst_ip
-0.33998373,1.9529445,-1.2255347,0.13480142,-0.018338067,-0.1174103,-0.10861666,-0.11607081,0.87306607,0.6089845,0.4189116,-3.0339894,0.29979488,-1.6556394,0.64632016,1.4744973,-0.92623913,-0.2617807,-0.5993557,1.2354318,0.09502789,1.7283294,0.4137542,0.24245018,0.06820678,0.8179921,-1.7376862,0.08534396,-0.07004645,0.7254188,-0.18770161,-1.0387344,0.007350675,-1.0828406,-1.9252622,0.7271225,0.57906157,0.46709093,1.3029284,-0.6650319,-1.4311142,-0.07002978,-0.3475003,-0.8422957,-0.079849154,-0.61160517,-1.8360053,-0.44117668,-1.1363752,0.23164807,-0.65603477,1.1116315,1.6038661,0.6793814,-1.5510262,1.505196,1.5757204,0.018790511,1.3229262,-0.55167514,-1.866246,-0.7602844,1.7293009,-1.4910799,-0.00047871808,0.034143895,-0.51297426,-0.4435216,0.07224914,-0.56216234,-1.4220585,0.21503194,1.0733666,0.8695725,-0.8097355,-1.251228,-0.28418788,1.5677915,0.64559805,0.70396465,0.88985693,0.42076656,0.120608546,Benign,192.168.6.53,10.0.1.206
0.6623069,-0.5461661,-1.414463,0.72299695,1.2377381,-1.1182319,0.82192147,1.6807657,-0.0022462017,-0.81800216,0.123018675,-0.55053395,-0.6167301,0.43318406,-1.6037295,-1.443929,0.019290881,-0.02230854,0.3435546,1.8752254,0.10451403,0.5981721,-0.97553295,0.76793766,-0.52639085,0.07142083,-0.108848624,1.0329742,-1.3099766,-2.2832386,-0.2134327,0.46853125,0.15226938,1.2322042,0.43737268,-0.5638483,-2.3254201,-0.23731223,1.027959,-0.3920478,0.028320264,0.42136025,-1.0152924,0.6232359,1.6371218,-0.17281336,-1.1290644,-0.06660103,-2.224384,0.33690327,0.45227438,1.6756363,-0.19399479,0.40848535,-0.86128813,-0.35642713,-1.5251855,-0.19478962,-0.30530915,0.29919976,-0.6235969,0.08334535,-0.33338004,-0.3314994,0.08036233,0.04052294,0.761174,-0.120643035,-0.34988534,-0.18080744,-0.7146641,-0.35991108,2.0311587,-0.9126788,-0.27865633,-0.38748866,-0.24717161,-0.3312393,0.2792401,-1.7101752,1.0371715,0.6325828,-1.2428716,Benign,192.168.4.14,10.0.2.204
-1.7447221,0.1653634,1.7344388,4.5719395,2.2035012,-0.8592868,0.108549714,0.50133675,1.3812773,-0.12380072,0.48559535,1.0841315,0.37178358,1.3295188,2.5564778,1.9590077,2.3465154,0.7460992,2.167613,0.9725712,1.0210785,0.866521,0.6191354,0.7734777,3.1711204,1.8630773,0.9160622,0.7490264,1.0904728,4.1190295,1.5566536,2.0577648,1.2897688,1.8674121,1.5516311,1.1003805,1.1240697,2.2154396,2.2709715,1.6642876,2.687369,1.0858092,3.505956,1.5172253,1.2583997,0.19690114,0.0817004,0.33766764,2.1488447,-1.4642247,0.59207064,-1.5878247,0.60194886,0.79121894,2.1086056,1.8646821,0.025463764,2.2075572,1.9952475,1.8057786,-0.28983176,-0.1622364,0.5266945,0.67724663,1.2977922,2.7267485,2.3761759,-2.1600466,2.0767994,0.45135075,0.5054211,0.49834743,0.052435946,0.14937288,1.8201729,0.124041155,0.9763319,3.9165356,-0.48666283,0.6091809,-1.4361776,1.1920491,1.9908884,WebAttack-SQLi,192.168.1.88,10.0.3.3
0.7206392,0.07736373,0.88926345,2.5460546,1.7123047,-0.5225209,-1.451104,-0.4061514,-0.94698274,0.45134756,-1.1811936,-0.07282243,0.83801407,-0.10069587,-0.9463138,1.1748141,-1.878981,-0.32779506,-0.041660022,0.015908659,0.18049605,0.61043984,-0.03540744,-0.3680583,-0.40758935,-0.6115158,0.7875433,-0.6465285,0.8467711,0.018999083,-0.5212548,0.6184072,-0.72745395,0.638184,0.21272612,-0.5963247,0.5286348,0.54658973,1.1575196,0.966147,0.49127403,-1.1275909,2.448587,-1.4036162,0.94926316,0.43128383,-1.1741424,-0.12430094,-0.07875288,1.3055828,-0.7133109,-0.261945,-2.3360696,1.7347628,-1.0704682,0.32691085,-0.10140783,-0.098000966,0.80986196,1.6712625,0.25149366,0.655078,0.32889155,1.0175314,-0.46291637,1.0753906,1.1104999,1.082537,-0.66014785,-0.16833763,0.239467,-1.3708421,1.5949202,-0.012276533,0.2839279,-0.57700443,-1.3268776,-0.6040299,0.21920419,0.67342883,0.16179153,0.346724,-0.3370264,Benign,192.168.6.114,10.0.2.187
0.49624857,1.4828329,0.70478946,0.8095419,0.2940164,-1.5031551,-1.0446665,0.4548758,-0.010939052,0.43984288,1.6764234,0.726036,1.2588862,0.09468139,-0.8072157,-0.05786616,-0.8047518,1.558295,0.7903911,0.5205125,1.2359432,-2.0200565,0.5881379,-1.3106458,-0.0072556986,-0.3117076,0.6617366,0.2281873,1.3451172,-0.6018972,0.7091144,0.16222322,-1.6352903,-0.9186165,-0.14987804,1.1122924,0.46372306,-1.1675009,-0.14031623,2.0178065,0.11122333,-0.32732558,0.49173963,0.7633931,-0.45616835,0.5025748,-0.3288895,0.7193276,0.16969316,0.48196784,-0.7591835,-0.8212864,0.94549733,-0.07939638,0.28503475,-0.30639544,0.89872676,-0.60780996,-0.13560124,0.7859928,1.1729677,-0.5237593,1.959684,0.3132417,-1.0429282,0.36905205,-0.3829992,0.4340685,-0.042856246,0.07427369,-0.9115934,0.9900612,-1.1561273,-1.1087649,0.36736035,1.6028442,-0.3525931,0.7009723,1.0733402,0.81468445,-0.31120828,-1.0910467,-2.2075477,Benign,192.168.3.153,10.0.2.173
1.2932578,2.6660392,0.42731026,1.6467639,0.577068,1.8005372,1.290694,1.2525177,0.7426415,1.2168771,2.1730099,1.212084,1.2735165,3.4353194,2.442719,0.3581105,0.9965734,0.7467524,1.2133889,4.007462,1.5486006,-0.44856057,1.1676717,-0.9522556,1.1582177,-0.6720987,-0.2169644,-0.5861695,1.0678754,1.7059878,1.8526099,1.5999911,0.067923695,1.7913928,3.135424,1.4132984,1.3876821,-0.22902316,-0.08654191,2.0735633,2.0793407,1.0960685,2.4864674,1.8788863,1.3110574,0.8501116,1.8993444,0.25157854,0.8667307,0.8674992,3.4810927,-0.13799644,2.3136237,3.0381012,2.0004451,2.3810935,1.5543922,2.094273,-0.3614841,0.48985225,1.6100852,-0.25697,2.876312,2.30006,1.4735397,1.01128,1.8303633,0.86967164,1.1860703,1.6208283,0.33593497,2.481039,2.2929256,1.2701625,3.0306525,-0.47672886,0.9854089,1.9634324,0.45093846,1.4933826,2.3791094,-0.20347826,1.5635728,DDoS-UDP_Flood,192.168.6.216,10.0.1.175
-0.15650383,-0.55173784,2.3016748,-0.76310635,1.0049303,-0.39280102,-1.0866362,0.10281424,0.6490934,0.9205096,1.5622652,2.9452462,0.2505142,-0.6630922,0.45287433,-0.26621294,0.92596614,-1.2971643,2.3683345,0.8560481,-1.6840041,-0.7090289,0.81608105,1.176344,-1.2722377,0.71302587,-1.9473399,-0.089335866,1.1120468,-0.55151576,-1.5069222,0.1462148,-0.60471886,0.6295584,-0.88532645,-0.7726369,-2.0210023,0.16994472,-0.16090494,-1.1883847,0.19379872,1.0270703,-0.21556795,0.26816696,0.27331126,-1.2043298,2.0565858,-0.47084984,0.6561162,0.7692153,-0.13959512,0.606795,0.24581923,-1.4176397,-0.3322727,-0.6125509,-0.46174505,-1.3040031,1.1264337,1.6019926,0.97800297,1.2705293,-0.34463483,-0.6362568,-0.77858704,0.6440649,0.22706306,-0.077221714,1.2951485,0.40494135,-0.8386576,-0.68090886,0.6819933,1.0417329,0.5516802,1.8968887,1.6350071,0.44103584,-0.83858067,-1.3099875,-0.38738173,0.75321347,1.826647,Benign,192.168.1.153,10.0.3.98
1.7789683,2.7004063,1.5948678,2.534532,1.3390365,-0.19882703,0.35894698,1.6828381,2.13771,0.71518105,-1.3363045,0.22599891,1.649304,0.8853878,0.95750916,2.480477,2.3486662,-1.1855091,-0.13452736,0.7047292,2.1867173,1.9176178,2.1424017,0.92183775,0.25073308,1.0853688,1.9469339,0.6714977,1.7272065,1.0937328,1.003171,0.35901642,-0.43657857,0.3334384,0.3795074,-1.8496428,1.767145,1.5361073,1.5982567,1.2568187,0.55304146,1.1136302,1.2785112,2.3605933,1.6945897,2.2731748,0.43809062,1.9620603,-0.6499503,1.549087,1.2989576,2.7160435,1.1985143,1.0936449,1.0141625,1.299684,-0.07984697,1.1361947,1.4801534,0.7410674,-0.61139995,1.8274255,1.7668021,1.754282,4.0894074,0.42281488,1.2748075,0.8984382,1.6436948,0.9035632,-0.7395446,0.41883677,1.3381814,3.1663551,4.024984,3.0946283,0.5445039,0.08460737,0.3677012,2.8122725,1.4861794,-0.45193177,0.4364232,WebAttack-XSS,192.168.2.167,10.0.2.2
1.4371784,2.2536294,0.7296775,2.1261995,-0.9869611,2.092812,2.780149,0.25841284,0.86693835,-0.75620395,2.4945464,-0.19827482,1.8192141,1.5242532,2.7332792,0.5941663,0.05829545,1.7942379,2.2237597,0.7123235,-0.06604618,-0.8843632,-0.6736175,1.6435753,1.3799204,1.3638002,0.55612814,1.7933302,0.6432582,1.2529163,3.1858835,2.9636464,-0.058138132,0.97797465,0.25904372,0.29819533,1.0586512,0.73368603,2.1603777,1.2337923,1.4721802,1.0103152,0.63149595,-0.06031706,1.0463243,3.4389367,0.8442836,-0.63413876,2.013403,1.0227249,0.3341439,3.1834059,2.4840913,0.8750109,1.4088664,0.28928596,2.28052,0.8660016,-1.2382572,1.392811,-0.17263423,2.7515063,-0.15389964,0.7724236,1.050422,1.1866723,1.0073414,1.4726435,2.6751182,2.7168138,2.1463811,-0.26582003,1.6244411,2.1217585,1.9596814,3.1068385,1.378379,0.21181929,1.4741869,-0.46826193,0.3559397,0.96386534,-0.10519691,WebAttack-XSS,192.168.8.111,10.0.4.215
1.057059,-1.0622404,-0.13587305,0.29315722,1.3534516,-0.010556435,0.9361536,0.7005954,0.12345756,-1.0895134,-1.4345808,0.1065054,-0.5426969,0.9192611,0.7458565,-0.184611,-1.1577129,0.5107356,-1.0179495,-0.7584639,-0.9794157,-0.13850102,1.1701924,-0.00504087,-0.44321868,-1.525615,0.55212456,-0.7804046,0.11751762,-0.3542186,0.8381772,-0.1572364,-0.058926355,0.48574716,2.1069403,0.8884469,-0.088606104,0.0031979906,-0.5248595,-0.9499957,-0.55275077,-0.77214897,0.6533684,-1.0711949,1.3332106,0.7520464,0.02050173,0.00031861148,-0.5572813,0.2700844,1.0880924,-0.7031565,-1.5333921,0.7032183,0.32436597,-1.1201988,-0.73339134,-0.8591043,-0.72453225,-0.32368276,-0.2665473,-0.6507937,-0.7581638,-0.22878434,0.16769153,-0.31629655,1.158667,0.5080877,-1.5908458,0.5237278,0.605544,-0.43473497,-1.4951975,0.008066759,-0.0077086515,-1.1216463,-1.4512192,-0.087553546,-0.2330772,-0.41726536,-0.08341073,-1.1027764,-0.43482062,Benign,192.168.6.249,10.0.2.185
0.533325,-0.34997007,-1.6719725,-0.47269228,-1.0701585,0.2671363,0.3188374,-1.6587746,0.759013,-1.1121863,1.5591823,-0.048776265,-1.2463934,-1.141986,0.3480953,-0.3912999,-0.09665391,1.6127802,-0.6992441,0.059962858,1.4198445,0.27051347,-1.6066028,0.50538903,-1.1630028,1.4068075,-0.82286763,2.9695096,1.467376,-0.79661256,0.020013805,0.7536443,0.7836605,0.44233626,1.252159,-0.12296895,-0.36671767,-0.34686399,0.8583732,0.36518103,0.29128367,0.79523426,-2.0510523,0.31006882,0.21856889,1.6688081,-1.5285879,1.5571866,0.07540913,0.48898953,1.6759188,0.5607613,0.4003683,0.24229118,-0.48347813,-0.028489124,-0.71551275,-0.0445669,-2.3359306,0.42903957,-0.12173726,-0.33620372,0.21975808,-1.433564,1.92927,-0.10276746,-0.14584443,-0.9653962,0.023946382,1.3869599,1.0359162,0.85443777,0.54639894,-0.35854253,-1.4501631,-0.20103878,-0.23587146,1.0487944,0.30939046,1.6123115,1.1974885,-0.4564956,-1.7951292,Benign,192.168.5.230,10.0.4.26
1.3855752,1.3593853,-1.3662115,1.50924,0.38211718,0.1606855,1.6147833,1.3446852,0.65133095,0.47321707,0.6163943,-0.40005744,-0.05510145,-0.90231717,-0.3330398,-0.3666339,-0.63530535,0.1367465,-0.32398084,0.5022347,-1.6223207,-0.113354795,0.13155164,-0.31062925,-0.1723927,-1.585246,0.3564771,0.64760596,0.4935373,1.038727,0.2015296,0.47868118,0.15609074,0.6875507,-1.5772296,-0.893581,1.5868996,-2.4604359,-0.14017794,1.172275,-0.09326067,-0.40501106,0.12942168,-0.35312018,0.030849492,-0.683381,1.1086744,1.423265,-0.13339032,-1.3864894,-0.52384317,-0.18398866,0.5055389,-1.0080132,-0.7691623,0.51067615,0.9389088,-0.6215941,-1.333217,3.2841182,0.7833042,-0.26700377,0.86903125,-0.12445663,0.86715686,0.15939319,0.0912719,-0.113581866,-1.4473814,1.9380949,-0.9415339,-1.3600236,-0.21285988,-0.9614718,-0.051712792,0.68776387,0.9953029,0.8147307,-0.30563205,0.04959183,0.40787905,-1.7577875,0.5705847,Benign,192.168.5.137,10.0.1.208
-1.4572992,2.0403466,-0.4045151,-0.18487518,-0.7697071,-0.62997,2.2740936,0.94036967,-1.5492024,1.5042129,1.1932423,-0.28121245,0.30669695,-0.014944079,1.97258,-0.79629016,0.14601061,-0.42814532,-1.4330404,2.1916382,-1.1815666,0.22012919,-1.7407006,-0.39907053,0.42196882,-0.824734,0.5868018,-0.2690411,1.1600825,1.3617609,-0.5867448,0.07673286,0.18345423,0.6193493,0.014381996,0.19021095,-0.24340647,0.115239866,1.2979401,0.64608324,0.7012556,0.7230703,-0.15380877,0.31882703,-1.0851737,1.2688076,-2.7829604,-0.08714839,1.140896,-1.3638679,0.39977992,-0.68076646,-0.36880326,0.945941,0.19805692,-2.0343559,-0.9764255,0.9753357,0.44894272,1.7481356,1.6826476,-0.34224513,2.5032377,0.02447967,-0.96266854,-0.6336399,-2.256725,1.6070191,1.594762,-1.0155075,-0.2278843,0.09560754,-0.9603531,-1.755102,-0.2103576,-0.32107943,-0.38841125,0.22271606,1.4295197,-0.30309272,0.170443,0.72687054,0.55414295,Benign,192.168.7.233,10.0.0.225
-0.6144235,0.09637712,0.54753983,-1.1283513,1.263539,1.4315889,-0.7227802,0.19367002,0.64227825,-0.5456142,0.48161384,0.16325563,-1.4679182,0.4591613,-1.1001424,0.93920285,-0.67121106,-0.16128543,1.3722789,0.49638164,-1.079474,-1.0149165,-0.59930277,0.39464408,0.35829982,-0.8431023,-1.1672095,0.2815834,-0.18186006,2.1572158,0.036603656,1.8142529,-1.1703836,-1.573213,-1.1200851,1.1891298,1.7561016,-0.7821795,-0.46056604,-1.168981,-1.8116399,0.7184117,0.2230203,0.010487983,-1.4000565,1.6399567,-0.50335675,0.53362644,-1.4545614,-0.19052519,0.29137444,0.3270752,0.15464854,0.49452248,-1.1305205,0.1973726,0.113757685,0.23167269,0.07234522,-1.2732128,-1.3177998,-2.2142682,0.8175345,0.8276575,0.84355026,0.30678996,-2.133119,-1.0267105,0.17041542,0.135518,-0.22274822,0.3689172,0.011651708,0.12077046,-0.6390653,0.98201096,-0.43077162,-1.3306491,-0.770999,-0.3484662,0.99400276,-0.042267997,-0.18614823,Benign,192.168.3.211,10.0.2.68
0.22919795,1.4331723,1.0277883,1.2561889,2.5396836,1.2187634,-0.12085541,-0.011259775,1.707791,-0.5189123,2.6189394,1.0234681,1.0268959,0.3492819,2.8811207,4.2206955,1.046089,1.1049203,1.0162495,1.3531649,-0.010814652,0.4548274,0.5001384,2.035247,1.0911127,-1.6890155,1.5771211,1.1651822,3.2681174,1.3667858,0.4285807,-0.41945362,0.9280823,0.9059503,2.1870759,0.66883147,2.3632007,-0.78884834,2.198852,2.1681502,-0.9146802,2.0111158,1.6376425,2.1551676,0.5973522,2.6447067,-0.050610367,2.340259,1.7917056,0.39533392,2.9835055,1.6577222,1.85395,-0.68371737,3.0237913,0.36649913,1.778753,-0.059295505,0.9661696,1.3301761,1.5314605,-0.17953376,3.0142717,1.615973,0.90761125,2.9441411,-0.808798,1.1208886,1.0481768,0.41544363,1.6915623,1.7588319,0.6666451,1.7349992,1.5445408,1.2649232,2.437606,1.9592978,1.5567399,-0.039329536,1.0898284,-0.1526278,0.46746817,DDoS-TCP_Flood,192.168.3.60,10.0.4.156
-0.07170635,-0.9042952,0.7906177,0.81453544,-1.9026263,-0.82830256,-1.4597867,-0.4626293,0.45517567,-0.2422881,-0.58975923,1.3001765,-2.3048573,1.2368718,-0.5442883,-0.07810901,-0.52736336,1.5428882,-1.2309785,0.01173637,0.52743864,-1.6110028,-0.91989815,-0.14817853,-0.88666505,-0.81559175,-0.34986266,0.6495813,-0.34271777,1.0784262,-0.9977578,-1.2519222,1.9263453,-0.65795815,-1.310912,-1.742054,1.0751034,-0.3413045,-0.25370973,-0.15920171,1.0129429,-0.17952983,2.3440537,0.13376057,1.0617847,0.80523986,-0.03644732,-0.586971,0.33196393,0.51009876,-0.57258606,0.16633886,1.236205,2.0699477,0.85436934,1.8627597,-0.6293742,0.70188224,1.3385195,-0.89633334,-0.4855901,1.7379048,-0.97509885,-1.34113,1.5279815,1.1967633,0.43212023,-0.045710754,-0.4385245,0.28194886,1.5798069,0.23856613,2.1669593,-0.897942,-0.019680755,-0.37305868,-1.0851415,-0.15308373,0.4173293,0.5242302,2.170452,0.46446747,1.1501368,Benign,192.168.8.96,10.0.1.217
0.06609425,1.6780556,2.3984492,0.53108513,-0.99265903,-0.548805,0.2819343,0.45649803,0.6984251,0.4601977,0.006984916,-0.63619846,0.40113828,1.8549874,1.0199286,0.53470397,1.0295669,-0.37106404,-0.50826514,-0.7477851,-0.12528662,-0.4220059,1.2082747,-0.4753234,-0.80272174,1.9425771,-0.45137522,0.15352845,0.45132282,-1.1366931,1.2354838,0.63711905,1.5583841,-0.6792219,0.099125795,0.039355755,0.2638885,-1.4546148,0.11083638,-1.426464,0.35833406,-2.1286492,-1.8515868,0.81854874,-0.54683846,-0.98785806,1.2708457,0.32762623,0.8720902,-0.16624208,2.6796286,-0.6045139,1.7444955,-0.06136604,-1.6545104,0.48284873,0.31476256,-1.0513219,-0.9222193,-0.024697643,0.3497478,-2.4706633,1.0531214,-0.49449798,-1.3317475,0.94106656,-0.02361798,1.2161658,0.43795225,-0.0015145029,-0.15272994,0.48271275,-0.41353127,-0.85257256,0.6099091,-0.14448784,0.03356765,1.0893798,-0.11387661,0.015033926,-0.5996495,0.43073994,0.34982792,Benign,192.168.5.69,10.0.0.104
0.90077513,-0.57912886,-0.45781696,0.7921374,0.252213,-0.9062181,1.3065541,-1.6984506,0.7842848,-1.265212,1.8857886,-1.5445998,1.1522506,-0.08163436,-0.36660257,0.18539666,0.6319003,-0.9044005,-0.81578773,0.64960486,-1.707343,-0.5842291,3.0406868,-0.968013,1.1478028,-0.5859508,0.5090451,0.6543557,1.1289568,-0.20025383,1.9888847,-0.5893366,0.23422042,0.24527693,-1.1219682,-0.28587225,0.16151349,-0.43212104,2.440924,-0.8386237,1.1794245,0.8564598,-0.013862135,-0.86520904,-0.7682553,-0.5179673,-1.7857413,-1.0034654,-1.4824765,1.345875,0.6184624,0.7859741,0.58883196,0.16696763,1.4606804,-0.61076266,0.10666966,0.7470588,-1.3212092,3.0965889,0.028565763,0.14198945,1.256878,0.9149553,0.03807802,0.13012944,-1.5041485,-0.5564658,0.51721025,0.44389284,1.2211658,-0.12050106,-1.3872865,1.0567304,1.4360894,0.89824456,-0.16363367,1.044386,3.4289105,0.115152314,-1.3117367,-0.58628505,0.625476,Benign,192.168.2.61,10.0.0.109
0.28240725,0.7012287,1.3620409,3.438409,2.8895695,1.383178,-1.5007534,2.5267491,2.2256525,2.0695505,-0.09478233,1.1409101,0.14772937,-1.1202844,0.69376326,-0.2909725,3.3127317,1.2301391,2.402419,0.11934884,0.4625561,1.1315296,0.5172461,1.4840325,1.1685169,0.61212647,2.9422128,2.2627523,2.1835175,1.0908053,1.4934517,1.3230492,1.2861456,0.8470014,2.4293187,2.469934,0.4415714,1.9273144,0.31006905,1.5830076,0.1413754,0.5377167,3.0298955,1.2131145,1.6752505,0.034611482,0.4167426,0.5123291,0.65955865,0.87891185,0.7333087,1.8119962,1.0322919,0.05800873,0.57122236,1.6964315,2.1661172,1.3311408,0.67173564,1.6656505,2.6210177,2.330624,1.5791941,1.9127373,2.506101,2.7525578,1.876988,3.0500286,0.15858096,0.33384308,1.5176859,1.9086382,0.95227534,1.5069301,-1.2218364,1.111724,1.0407026,-0.46033806,2.6389568,0.13197331,0.7447646,1.7117333,2.4590323,Spoofing-DNS,192.168.2.63,10.0.2.54
-1.1081747,0.6824892,0.2897845,2.3330355,0.4039404,-0.14124182,-0.85650194,-0.7442434,-0.82576907,1.3710988,0.017969916,0.5652471,1.5142477,-2.3584642,1.2788738,0.05539691,0.43504837,-0.82840323,-0.7551244,0.48884588,2.3845978,1.0033133,1.265523,-0.19200127,-0.6002042,-0.78080493,-0.4882737,-2.0527825,-0.7249193,-0.56035316,-0.17535818,0.1317501,0.36245087,-0.014925373,-0.5814431,-1.9633586,-0.5753086,-0.9724506,0.46606675,0.9092874,0.9385711,0.75695276,-0.13352573,-0.52195555,-0.74710274,-1.5074989,0.9918537,-0.17471103,-1.2463403,-0.82649136,-0.86697346,0.043024484,1.0674678,-0.34798956,-2.2525334,-0.18918033,-0.1561939,-0.22492023,-0.6274612,0.21743909,0.06614111,-0.024830313,0.41264138,-0.42983282,-0.48658568,1.3801233,0.55935544,0.8269461,1.2261046,0.5259442,0.92838866,-1.5793451,0.20415387,-0.18271846,1.6776841,0.9276455,-0.6304452,0.37279415,0.16768134,0.45433143,-1.0188425,0.36001647,-0.22815135,Benign,192.168.2.141,10.0.1.145
0.28244975,-0.72438514,-0.58506316,1.1738421,-1.0515475,-0.9777544,-0.051581256,-0.7718904,-0.88502866,0.10507597,-1.5050658,-1.0079622,2.0540955,0.45947507,-0.7465634,0.41821507,0.5673305,0.99441445,-0.12715603,0.9764977,-2.0384464,-1.0563082,0.16387141,0.32963353,-0.91178226,0.25941998,-0.6238403,-0.2769591,1.0247738,0.9089375,-0.9970603,-1.0572515,-0.4111734,-0.026746301,-0.6578985,1.0406425,0.34738985,0.4060851,-1.2665389,1.1672907,-2.8201687,0.8340554,0.93431175,-0.43240118,1.2729102,-0.06309755,0.062431704,0.3395288,3.186575,1.3444339,0.7011312,-0.9128045,0.14358982,-0.8131241,0.82211083,0.14046697,-1.1245217,0.08112458,-0.84941745,0.15121622,-0.85907733,0.027487634,0.75046986,-0.053051993,-0.39088827,0.20327622,0.6971826,-1.1071832,0.26065615,1.3175408,0.573657,0.057754148,0.6397375,0.45249647,0.75360113,-2.0239315,-1.5534562,1.0048292,-1.5052792,0.40153864,-0.35204965,-0.99618924,0.34964976,Benign,192.168.5.165,10.0.1.177
0.2010335,2.1103427,-0.62481123,1.4401101,0.35242292,-0.6610219,0.79924643,0.5657385,0.035843294,0.26629534,-0.596987,-0.8257871,0.75944215,-0.22393942,-0.080083,0.2798216,0.26528835,-1.4293264,1.2862521,0.12118215,-0.20265326,0.430846,0.2365422,0.76706266,0.53798366,0.7178462,1.3509939,0.88362455,-0.16048622,-1.1229012,1.6677979,-0.23772338,-0.47310743,-1.7367268,0.3384731,0.1488866,-1.5151149,0.45327404,-0.49819192,2.690315,-0.5693612,-0.43519333,-0.87477624,1.2778765,-0.3727758,-0.72491413,0.706955,-1.380353,0.62511057,1.7813997,0.56660783,0.6378983,0.8700602,1.709708,1.209894,0.43966973,0.9038914,-0.88593495,0.7762936,-1.005556,-0.36702242,-3.0825622,0.40142965,-0.643872,1.1111453,0.3901926,1.1240959,-1.0835966,1.038386,2.1058564,0.7641583,0.790349,0.16959767,-0.52466875,0.7611924,-1.5060829,-0.41775513,-1.7710568,-0.7036564,0.6420451,0.5053934,0.050913695,0.17040099,Benign,192.168.1.49,10.0.1.183
-0.3310472,1.1047319,0.53328043,1.2593795,1.1158558,0.6870744,1.3693081,-0.7008844,1.0958387,0.6029998,0.61509055,-0.27776855,1.8730416,1.3406792,3.6460247,1.6082505,-0.66915727,0.23084229,0.8261944,0.0022234635,-1.1778156,3.0539868,2.0768287,1.5590414,0.8470423,1.1864516,0.44536883,1.4593606,0.27163553,2.6443443,-0.5068197,2.5995724,1.0752969,0.895015,1.4468876,1.7631643,3.0439122,0.8774483,0.013645619,1.2988082,3.6859496,1.9557874,2.284362,1.5507675,1.2177222,2.958795,1.358211,-0.44277725,1.8599616,0.24812143,-0.48411682,0.11623811,3.961168,0.9453789,1.7274405,-0.44860917,-1.0311608,0.6941452,3.24335,1.9565389,1.1855872,2.6231055,0.14929086,2.9790084,0.9591053,2.5834887,1.7883548,-1.1451252,1.2112714,-1.1878854,3.028412,0.848782,-1.1412628,2.0125,1.2815319,0.059288904,2.360346,1.1355029,1.121689,1.5801209,-0.4055086,-0.35073256,2.2054808,Malware-Backdoor,192.168.4.193,10.0.3.54
-0.47388288,0.022067701,-2.0443304,-1.318092,0.6098125,0.37771177,1.7533752,1.3429563,-0.23071097,0.47295356,-0.31660345,2.0548098,1.1490147,0.1696851,0.20039478,1.4448503,0.57957786,1.558628,-2.1936479,0.46122825,-0.51543486,1.7563779,1.5463986,0.032835808,1.535631,1.7831146,0.07440667,2.4719338,-0.031341154,-0.21452095,0.86587256,-0.35379073,0.08533978,1.4094344,0.019218853,-1.6950178,0.36731938,-0.6962936,0.86527115,0.6961897,1.4714004,0.9075323,1.0902443,-0.66909677,0.8039865,1.9684513,-0.6886499,1.7997383,-0.5493501,-0.85197127,0.29620045,0.71591043,0.91175014,-0.9617624,0.4345401,-0.68555456,-1.4889222,-0.9287363,-0.7509004,0.5215952,1.1522137,-1.4732066,0.35196108,-1.1766982,0.6290854,-0.62273055,-1.051329,0.7996645,-0.5869226,-0.31596395,-2.219989,0.9465514,0.82090855,0.005457844,-1.527581,1.2093692,-0.6662634,-0.45335346,2.3120441,-0.70363647,0.74221,0.56209224,0.39017218,Benign,192.168.5.203,10.0.4.152
